Contract Address,Classification,Detailed Classification,upgradeable_PROXiFY,upgradeable_SWORD
0x1ef25079fb3f74856a31ef45dd925d203b168721,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x918fc5c7dc1d4ac8f6f3b4d7473153e62c0f045d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x45e477be5d5c01e60b5e1a342965dd6e1c95d72e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5fc41756f83c30daced47d1ce050081a21d95b8a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd6280aa8b8497330c5e38e91a5108095ac42a6b6,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa832253060b59cae26c033a770025da025ab542f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf18a8b892bbc3c988ff1e59f1d85f6bc80afd78b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x17254eeabc33644ca5e8326a43f6c4d0add96be1,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x7a9e457991352f8fefb90ab1ce7488df7cda6ed5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc0e46b38bd552afd9b7287b8afcccc1c51a0a9e3,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe4b679400f0f267212d5d812b95f58c83243ee71,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xb9ff13532195e8b213268cb3659efd4493d6a07e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x17b26202bbc3d337a14430b9ec12ff8f573cbd98,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xfebdac76c4bcd7b0b18f10dc275780434bd0352a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0b860d5b5e178b7556479068fddcebc88fe978d6,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb402a066cfd97fa881ff007645cc34e04cc20046,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4475f7332006a1fb92f00410ab1b816b83b80092,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4e585bad734f0c6af04a3afb359fdb69435fe74b,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0x70ec3d779556ce0177a8cb6ab6df55ee8574daf4,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xaf16308808361b203d4ed521cdde6dd2e9b168f0,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x4e43f6f90180f713dd25e90dadea6313b3def205,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3501ec11d205fa249f2c42f5470e137b529b35d0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa70abeaca1d6bba0f511758a0d66b7f59fd3f166,Forward proxy,No assignments to local4 outside the fallback function,0,1
0xd265eb9d910573b195bf0fd4c789fc80d3630d71,Upgradeable proxy,Variable getProxyImplementation assigned outside the fallback function,1,1
0xf49f0c38219d75077c9f3bdfd79d3f4c45f05f63,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf49cd190104528faa985397e90bb445991a853f8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf3795829cd1662c089a21568e9d64c145f55445f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf31c9235c4aa87a1ec3f6264a6c965c08f782a29,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf60160a22105c37fd63492375d86a2ffa0ee61fe,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb119ce94d098c18fe380904c24e358bd887f00be,Forward proxy,No assignments to local1 outside the fallback function,0,1
0x0000109a8344de9c00465264006c0000769a2770,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xf0159d041db29029ccf285a1043dcaac7088030b,Forward proxy,No assignments to var_2 outside the fallback function,0,1
0x1ebb76342c4646579ee75f02f7ceeb8f299daa25,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x895cc1b32aa6f5fedf0e113eac556309ad225322,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xccc395f0ebfaa26dcc2d3bacc23d55614002236b,Not a proxy,No delegatecall found,0,1
0xdbb37612dbd5d7a59b49d0affed487e2e728d18d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0a625fcec657053fe2d9fffdeb1dbb4e412cf8a8,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xb4e3fc276532f27bd0f738928ce083a3b064ba61,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xda581193cdf0efd943420e661e7c1ea2a0ca1a1f,Not a proxy,No delegatecall found,0,0
0xc12ebcedc914b3f52022cda98c92e3b95e109dae,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5b1a8d4f6a117af4a5a081bc4a390d0e441edbc1,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4441776e6a5d61fa024a5117bfc26b953ad1f425,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc2fd9491e6053a5c446ca2e63af0535dbc0fdeb0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd851426e6dc3b815a3a12d484c4d2a8b25695348,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0000107d120000e00095cf06b787a0a900b1f8bd,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x6338506fe676205e2a3547e0826ad2f6d6ef4eb8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0486b8d96789c6938361ab776d6b27b6fc03c471,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x71bdc3c0e5428ed406637269276d6ee8ed46138e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb9353af7e55500b7ec59ee89c3a86b70359666b3,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xee4b74f10d7af7cc4e691e1d24b7b7cb4aae6310,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa7ea83b7147c25cdec59ff02f7dcf687caa91198,Forward proxy,No assignments to local4 outside the fallback function,0,1
0xc90aff06d281d662b12a3d300aadb0fc5354b235,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa4505f0a4ee0645b7f1b2d5b8e27ea55214c5e7d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x7155e10930c1b1e5afae6781cc09bbd4150f6dda,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x18920d6e6fb7ebe057a4dd9260d6d95845c95036,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0x9e7eb8ac4c5c694444b8a0cb7ca01dcbfbe470d9,Forward proxy,No assignments to var_1 outside the fallback function,0,0
0xd3a7ca904a1b7a975629c6d0556c431cd5e95656,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xce3a417b74f4f19de7155cbfac4b703aed9ff9a2,Forward proxy,No assignments to local1 outside the fallback function,0,1
0x6e88216162af2388509da76d844cf77931f86de7,Forward proxy,No assignments to var_2 outside the fallback function,0,1
0xded9027b1080ecad13645d099d879920e4229a73,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa3acfef7c64111c0725350dc0c334e6a2397a2a3,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x9e3e926721c21cc75f5398509bce503cf27fe24c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x46a5d2ef5a33bd50e28b03130df97383c869f728,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x282aeec7498bfb42d45d00920ac5a121fbdf32fc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3affcca64c2a6f4e3b6bd9c64cd2c969efd1ecbe,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8afa9865ce1150899b84a4d7583cfdf352e25333,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xddd162a75e1db236c689dcd42b9d252ca7209509,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x979a55c2dc5d6a165c06f953d1f60d9792ca4340,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x05f18a64dac5d00c4e4af42976975c276ce0c64d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x24f303db724646dbdb8c89e83b7cf582954b5eab,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe5b38672756f9c0f4cee88f5d57d4114a09cedb1,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3b46d3c8aea72575c2c17f5604a0916e5a994a3b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x48bee5513d7d67cc85e49b20dcd2ec6fc632a157,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x30729bac4550cf912335c833210eb50225b08081,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x068b517d713dc32f5793bfb213f5a55e4f50ee77,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xcebe6a29f2e874acd9800253f7f1827aed637599,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5d1ae66ab7d8856514bfff2651f8be99e0fa9044,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa16b64cca284126baed7f646bad4ca2b02c37e68,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0fe67707aad3be35c4de13a7e5c63eb59ca33ba0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x219806be9c4e726f4259ee4a32034ebbd83cb114,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xac2248f64004d36259f9f27a45e2b4a78b7e9bea,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x95790e3bec5640977a4f70f02ebc1d3e6013fd5a,Upgradeable proxy,Implementation address can be modified,1,1
0x048e2462f5e56a0d6a6d6cb7450e45bd783fceba,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf8356ba74304f0008c65f03b08f7f9264765b02c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x257c1ded906c0f87554c47eeace09ac90e8e9ff3,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2c79a49594157c81fe571598dd95579a4f3f0fe0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa342f5d851e866e18ff98f351f2c6637f4478db5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6d7dc3f851f987f7cc8b97fa461ad9c491f0d43d,Forward proxy,No assignments to local4 outside the fallback function,0,1
0x5dbfb3b13ca896e623b502aa7daec6e86dee2ee6,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x67e79e2603c1e2dd6576acd2899677ed9918c0cc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4fdc36e9bbd22609028060a4bc3f38ca19d5210a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc278041fdd8249fe4c1aad1193876857eea3d68c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa8cb0b163cefb21f22c72f6a7d243184bd688a5a,Upgradeable proxy,Implementation address can be modified,1,1
0xa665271c365f9d9a149866574a5b047dd9e3d31b,Forward proxy,No assignments to local4 outside the fallback function,0,1
0x5e110e3927c6e0669a41a182b56e1a8e96b4a064,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x280e9ed3b20c580a2f4219657bb9332d80bc01f1,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x482fe407970c22c31d58cdaae47780e65e06e7a6,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x746eeb6bdd9139a4d605c2c410911f37bea9093b,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0xfad84f50c23b822bb74bc581e954a0237a190a1f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xfa619b80ceea5c092b680102568eae63f5794d55,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc42dc3c5fe3864c45aaa0c32aeddc66bf92e607a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x37de6b6070eba9d27dc8b31aca038b74d64ebc51,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x85f2e9474d208a11ac18ed2a4e434c4bfc6ddbde,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0xa6930a1e351086afa936a0d5f1d8a4e3b902f314,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd1b78048a1b9c8133eae0c0e73fdcae610c87374,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa89bd606d5dadda60242e8dedeebc95c41ad8986,Upgradeable proxy,Implementation address can be modified,1,1
0xf013406a0b1d544238083df0b93ad0d2cbe0f65f,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xda47bd33e8f5d17bb81b8752784bfb46c1c44b2a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x657b83a0336561c8f64389a6f5ade675c04b0c3b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe37131cc25bee4f90e76bd22744f1a97444ff834,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x85f2f95a3866f1431418ec8b21deba374f922c25,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xfd8e59814d601219bddd53879ada1ff75fd316e2,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd93811ea664886a4d6a3c6c62077d5831be39708,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4dbb6b6f1a4ec166f6485dfd118ef9f4d9508bfe,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x57ff288dd9d478b046647a5ab917195449f1f6e5,Not a proxy,No delegatecall found,0,1
0x1a5f9352af8af974bfc03399e3767df6370d82e4,Forward proxy,No assignments to masterCopy outside the fallback function,0,0
0xc9b9c538838e0071c13a04f8f357a9764d1d899c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x512299e6b71d6b9c9f1686b962a3ea4096b4413c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe12365c3a1f2b21263f8c1877bc86b564eff759b,Forward proxy,No assignments to msg.data[ outside the fallback function,0,0
0x0753a2cb4a795f5d17a6c40da0e791d60f30fdc9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd1e9e56fda4df8c239db4d588948222384ee8a28,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc2ce4123c8a4a8519c84541d668e743b98b6fce1,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1a7a399dd6d1601c038d51f1aeb867918c55df92,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xaaacbbbcf3fe45ea2896063f01eaccf9b679db7b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x9bca4594c61dcf4196a9a2d8b5e1f0829985e8da,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x07150e919b4de5fd6a63de1f9384828396f25fdc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x249b47840b25df55c907b17b55160b7910633a60,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc8362fd85c69caf24dc34f7a3100a41d27792f48,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x139351a527b344bdb0fff5c6a12a45fc058cea85,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x071bad913fc41ed10f617c8bbb4d12a4b4e544c5,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xb3e2b90f5b5de9fe1773cf329153fc88b4e91212,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd3e42e568520ca2f09bfbd8d2d2312a0e111ce99,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb3c8bc203407bac5baff494e87ef25f5d2ea1f12,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8c81121b15197fa0eeaee1dc75533419dcfd3151,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x727de2c214c737da045b693db700511d1d517e73,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x060d4a10f3154bd06005f0224a153b4f967a39c7,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa6bfc3fd1b06a68e8aa6df192250ad55ff3b077d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x7da74765a0fb386ea1a3abf4cf322528e9283321,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x5957f64d07d0039d7c3d977cb38d33f7dbda4b89,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x459f23a78230cfb39b673ced5cde12da74cbc29b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x247b6b13ad67d9c795a25c1d9a6c3857166e4b1a,Forward proxy,No assignments to var_2 outside the fallback function,0,1
0x66a312ff01e15e202de79b3ba2c4c73cf1087486,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8326645f3aa6de6420102fdb7da9e3a91855045b,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xbbca4790398c4ce916937db3c6b7e9a9da6502e8,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0x23291352e7b404213be3b127f73d77b8f8834e6c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x86801ec4225418248fd02e659add105eb9ba300a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
